id,label,community
1432,Misinformation,28
1433,Misinformation,28
1434,Misinformation,5
1435,Reliable,5
1436,Misinformation,25
1437,Reliable,28
1438,Reliable,13
1439,Reliable,30
1440,Misinformation,11
1441,Misinformation,5
1442,Reliable,26
1443,Misinformation,5
1444,Reliable,26
1445,Misinformation,30
1446,Reliable,13
1447,Reliable,26
1448,Misinformation,5
1449,Misinformation,5
1450,Misinformation,5
1451,Misinformation,1
1452,Misinformation,13
1453,Reliable,30
1454,Reliable,13
1455,Misinformation,1
1456,Reliable,26
1457,Reliable,21
1458,Reliable,10
1459,Misinformation,26
1460,Reliable,13
1461,Misinformation,1
1462,Reliable,10
1463,Misinformation,1
1464,Reliable,26
1465,Reliable,13
1466,Reliable,26
1467,Reliable,25
1468,Misinformation,10
1469,Misinformation,1
1470,Reliable,28
1471,Reliable,10
1472,Reliable,28
1473,Reliable,28
1474,Reliable,28
1475,Misinformation,5
1476,Misinformation,5
1477,Misinformation,13
1478,Reliable,28
1479,Misinformation,28
1480,Reliable,13
1481,Reliable,11
1482,Misinformation,5
1483,Misinformation,21
1484,Misinformation,28
1485,Misinformation,11
1486,Reliable,13
1487,Misinformation,28
1488,Reliable,3
1489,Misinformation,11
1490,Misinformation,10
1491,Reliable,13
1492,Reliable,26
1493,Reliable,28
1494,Misinformation,5
1495,Misinformation,11
1496,Reliable,13
1497,Reliable,13
1498,Reliable,28
1499,Reliable,26
1500,Reliable,26
1501,Misinformation,5
1502,Misinformation,5
1503,Misinformation,25
1504,Reliable,13
1505,Misinformation,5
1506,Misinformation,5
1507,Misinformation,28
1508,Reliable,28
1509,Reliable,3
1510,Reliable,28
1511,Reliable,28
1512,Reliable,13
1513,Misinformation,11
1514,Reliable,28
1515,Reliable,26
1516,Reliable,26
1517,Misinformation,5
1518,Misinformation,1
1519,Misinformation,5
1520,Misinformation,3
1521,Misinformation,28
1522,Reliable,21
1523,Reliable,13
1524,Reliable,28
1525,Misinformation,13
1526,Reliable,3
1527,Misinformation,11
1528,Misinformation,30
1529,Misinformation,1
1530,Reliable,5
1531,Reliable,13
1532,Misinformation,28
1533,Reliable,13
1534,Misinformation,13
1535,Misinformation,5
1536,Reliable,13
1537,Reliable,28
1538,Reliable,11
1539,Reliable,13
1540,Misinformation,10
1541,Misinformation,25
1542,Misinformation,5
1543,Reliable,3
1544,Misinformation,11
1545,Reliable,10
1546,Reliable,13
1547,Reliable,26
1548,Reliable,5
1549,Reliable,26
1550,Misinformation,11
1551,Misinformation,5
1552,Misinformation,1
1553,Reliable,30
1554,Reliable,26
1555,Reliable,28
1556,Reliable,26
1557,Reliable,13
1558,Reliable,21
1559,Reliable,21
1560,Reliable,3
1561,Reliable,5
1562,Reliable,26
1563,Reliable,28
1564,Misinformation,11
1565,Misinformation,1
1566,Misinformation,10
1567,Reliable,28
1568,Reliable,13
1569,Reliable,10
1570,Misinformation,11
1571,Reliable,21
1572,Reliable,11
1573,Reliable,21
1574,Reliable,26
1575,Misinformation,29
1576,Reliable,28
1577,Misinformation,10
1578,Reliable,10
1579,Misinformation,3
1580,Misinformation,25
1581,Misinformation,21
1582,Reliable,21
1583,Reliable,21
1584,Reliable,28
1585,Misinformation,1
1586,Misinformation,29
1587,Misinformation,11
1588,Reliable,28
1589,Reliable,25
1590,Misinformation,10
1591,Reliable,28
1592,Reliable,3
1593,Reliable,26
1594,Reliable,26
1595,Misinformation,11
1596,Misinformation,26
1597,Reliable,13
1598,Reliable,13
1599,Misinformation,3
1600,Misinformation,29
1601,Reliable,10
1602,Misinformation,11
1603,Reliable,26
1604,Misinformation,28
1605,Misinformation,11
1606,Misinformation,5
1607,Misinformation,28
1608,Misinformation,1
1609,Misinformation,11
1610,Misinformation,5
1611,Misinformation,11
1612,Misinformation,1
1613,Reliable,28
1614,Misinformation,11
1615,Reliable,26
1616,Reliable,21
1617,Misinformation,1
1618,Misinformation,1
1619,Reliable,26
1620,Misinformation,5
1621,Reliable,26
1622,Misinformation,13
1623,Reliable,28
1624,Reliable,13
1625,Misinformation,28
1626,Misinformation,28
1627,Misinformation,10
1628,Reliable,21
1629,Misinformation,28
1630,Reliable,13
1631,Misinformation,10
1632,Misinformation,1
1633,Reliable,30
1634,Misinformation,1
1635,Misinformation,3
1636,Reliable,28
1637,Reliable,13
1638,Reliable,28
1639,Reliable,28
1640,Reliable,28
1641,Reliable,13
1642,Reliable,26
1643,Misinformation,11
1644,Reliable,28
1645,Misinformation,5
1646,Reliable,26
1647,Reliable,13
1648,Reliable,5
1649,Misinformation,28
1650,Reliable,11
1651,Misinformation,28
1652,Reliable,13
1653,Reliable,3
1654,Reliable,11
1655,Reliable,13
1656,Reliable,28
1657,Misinformation,1
1658,Reliable,13
1659,Reliable,28
1660,Reliable,26
1661,Misinformation,5
1662,Misinformation,26
1663,Reliable,28
1664,Reliable,13
1665,Misinformation,28
1666,Reliable,11
1667,Misinformation,11
1668,Reliable,11
1669,Reliable,28
1670,Misinformation,28
1671,Reliable,13
1672,Misinformation,29
1673,Misinformation,1
1674,Reliable,28
1675,Reliable,13
1676,Misinformation,25
1677,Reliable,21
1678,Misinformation,5
1679,Reliable,13
1680,Reliable,13
1681,Misinformation,1
1682,Reliable,26
1683,Misinformation,11
1684,Misinformation,29
1685,Reliable,26
1686,Reliable,13
1687,Reliable,13
1688,Misinformation,11
1689,Reliable,26
1690,Reliable,10
1691,Reliable,5
1692,Misinformation,5
1693,Reliable,3
1694,Misinformation,11
1695,Misinformation,10
1696,Reliable,26
1697,Misinformation,1
1698,Reliable,10
1699,Reliable,28
1700,Misinformation,10
1701,Misinformation,28
1702,Misinformation,10
1703,Misinformation,21
1704,Misinformation,28
1705,Misinformation,11
1706,Misinformation,11
1707,Reliable,3
1708,Reliable,26
1709,Reliable,28
1710,Misinformation,5
1711,Reliable,10
1712,Reliable,3
1713,Misinformation,10
1714,Reliable,3
1715,Reliable,13
1716,Reliable,3
1717,Misinformation,28
1718,Reliable,28
1719,Reliable,26
1720,Reliable,28
1721,Reliable,28
1722,Misinformation,28
1723,Reliable,28
1724,Misinformation,1
1725,Reliable,28
1726,Reliable,28
1727,Misinformation,30
1728,Misinformation,1
1729,Reliable,26
1730,Misinformation,1
1731,Reliable,28
1732,Reliable,26
1733,Misinformation,10
1734,Misinformation,1
1735,Misinformation,29
1736,Reliable,13
1737,Reliable,10
1738,Reliable,10
1739,Reliable,28
1740,Reliable,13
1741,Reliable,30
1742,Misinformation,1
1743,Misinformation,1
1744,Reliable,3
1745,Misinformation,11
1746,Misinformation,25
1747,Misinformation,5
1748,Misinformation,5
1749,Misinformation,5
1750,Reliable,13
1751,Misinformation,25
1752,Misinformation,11
1753,Misinformation,28
1754,Misinformation,10
1755,Misinformation,29
1756,Reliable,30
1757,Reliable,25
1758,Misinformation,29
1759,Misinformation,11
1760,Reliable,21
1761,Misinformation,5
1762,Misinformation,5
1763,Reliable,26
1764,Misinformation,5
1765,Misinformation,5
1766,Reliable,25
1767,Misinformation,5
1768,Misinformation,26
1769,Reliable,28
1770,Misinformation,28
1771,Reliable,28
1772,Misinformation,11
1773,Reliable,21
1774,Misinformation,1
1775,Misinformation,1
1776,Reliable,25
1777,Misinformation,29
1778,Reliable,13
1779,Misinformation,5
1780,Misinformation,10
1781,Reliable,28
1782,Reliable,13
1783,Reliable,10
1784,Reliable,28
1785,Reliable,28
1786,Reliable,13
1787,Misinformation,5
1788,Reliable,13
1789,Reliable,26
1790,Reliable,26
1791,Misinformation,11
1792,Reliable,3
1793,Misinformation,25
1794,Reliable,21
1795,Reliable,28
1796,Misinformation,28
1797,Reliable,26
1798,Reliable,10
1799,Reliable,28
1800,Misinformation,5
1801,Misinformation,28
1802,Reliable,13
1803,Reliable,21
1804,Reliable,26
1805,Misinformation,5
1806,Reliable,26
1807,Misinformation,3
1808,Misinformation,1
1809,Misinformation,25
1810,Reliable,28
1811,Misinformation,11
1812,Misinformation,1
1813,Misinformation,11
1814,Misinformation,28
1815,Reliable,13
1816,Misinformation,11
1817,Reliable,25
1818,Misinformation,11
1819,Misinformation,28
1820,Misinformation,5
1821,Reliable,28
1822,Misinformation,10
1823,Reliable,26
1824,Misinformation,1
1825,Misinformation,30
1826,Misinformation,10
1827,Misinformation,10
1828,Misinformation,5
1829,Misinformation,5
1830,Misinformation,11
1831,Misinformation,6
1832,Misinformation,11
1833,Misinformation,1
1834,Reliable,28
1835,Reliable,28
1836,Reliable,13
1837,Reliable,26
1838,Misinformation,5
1839,Misinformation,28
1840,Reliable,28
1841,Reliable,13
1842,Misinformation,10
1843,Misinformation,11
1844,Misinformation,5
1845,Reliable,13
1846,Reliable,28
1847,Misinformation,11
1848,Misinformation,25
1849,Misinformation,28
1850,Misinformation,28
1851,Misinformation,28
1852,Misinformation,13
1853,Misinformation,28
1854,Misinformation,7
1855,Reliable,3
1856,Reliable,10
1857,Reliable,21
1858,Reliable,10
1859,Misinformation,11
1860,Reliable,13
1861,Reliable,11
1862,Misinformation,30
1863,Misinformation,11
1864,Misinformation,3
1865,Reliable,5
1866,Reliable,28
1867,Misinformation,28
1868,Misinformation,5
1869,Reliable,5
1870,Reliable,28
1871,Reliable,30
1872,Reliable,10
1873,Misinformation,1
1874,Misinformation,29
1875,Misinformation,5
1876,Misinformation,10
1877,Misinformation,11
1878,Misinformation,5
1879,Reliable,28
1880,Reliable,5
1881,Misinformation,11
1882,Reliable,13
1883,Misinformation,30
1884,Misinformation,3
1885,Reliable,26
1886,Misinformation,28
1887,Misinformation,26
1888,Misinformation,1
1889,Reliable,5
1890,Misinformation,11
1891,Misinformation,5
1892,Reliable,13
1893,Reliable,13
1894,Reliable,28
1895,Reliable,13
1896,Misinformation,11
1897,Misinformation,30
1898,Misinformation,5
1899,Reliable,28
1900,Reliable,28
1901,Misinformation,3
1902,Reliable,28
1903,Misinformation,1
1904,Misinformation,28
1905,Reliable,10
1906,Misinformation,3
1907,Reliable,13
1908,Reliable,13
1909,Reliable,10
1910,Reliable,28
1911,Reliable,13
1912,Misinformation,10
1913,Misinformation,28
1914,Misinformation,11
1915,Reliable,28
1916,Misinformation,28
1917,Reliable,13
1918,Misinformation,5
1919,Reliable,28
1920,Reliable,25
1921,Reliable,3
1922,Reliable,13
1923,Reliable,28
1924,Misinformation,25
1925,Reliable,28
1926,Reliable,28
1927,Misinformation,5
1928,Reliable,3
1929,Misinformation,28
1930,Misinformation,1
1931,Reliable,13
1932,Misinformation,11
1933,Reliable,30
1934,Reliable,13
1935,Misinformation,11
1936,Misinformation,25
1937,Reliable,13
1938,Misinformation,10
1939,Reliable,28
1940,Misinformation,3
1941,Misinformation,25
1942,Reliable,10
1943,Misinformation,5
1944,Misinformation,5
1945,Reliable,26
1946,Reliable,26
1947,Misinformation,28
1948,Misinformation,5
1949,Reliable,28
1950,Reliable,25
1951,Reliable,28
1952,Reliable,30
1953,Misinformation,5
1954,Reliable,13
1955,Misinformation,28
1956,Reliable,26
1957,Reliable,13
1958,Reliable,28
1959,Reliable,11
1960,Misinformation,1
1961,Reliable,30
1962,Reliable,10
1963,Misinformation,3
1964,Misinformation,11
1965,Reliable,28
1966,Misinformation,11
1967,Reliable,10
1968,Misinformation,11
1969,Reliable,26
1970,Reliable,28
1971,Misinformation,11
1972,Misinformation,1
1973,Misinformation,3
1974,Reliable,26
1975,Reliable,21
1976,Reliable,3
1977,Misinformation,26
1978,Reliable,5
1979,Reliable,28
1980,Reliable,26
1981,Reliable,30
1982,Misinformation,5
1983,Reliable,28
1984,Reliable,28
1985,Misinformation,28
1986,Reliable,26
1987,Misinformation,28
1988,Reliable,30
1989,Reliable,13
1990,Reliable,11
1991,Misinformation,28
1992,Reliable,10
1993,Reliable,13
1994,Reliable,11
1995,Reliable,13
1996,Reliable,11
1997,Reliable,13
1998,Misinformation,11
1999,Reliable,28
2000,Misinformation,28
2001,Misinformation,28
2002,Misinformation,10
2003,Reliable,28
2004,Reliable,11
2005,Misinformation,28
2006,Reliable,10
2007,Reliable,30
2008,Reliable,28
2009,Misinformation,5
2010,Reliable,10
2011,Reliable,26
2012,Reliable,28
2013,Reliable,26
2014,Reliable,28
2015,Misinformation,10
2016,Misinformation,10
2017,Reliable,10
2018,Misinformation,28
2019,Reliable,28
2020,Reliable,26
2021,Misinformation,10
2022,Reliable,13
2023,Misinformation,5
2024,Reliable,13
2025,Misinformation,11
2026,Reliable,3
2027,Reliable,3
2028,Misinformation,11
2029,Reliable,28
2030,Misinformation,28
2031,Reliable,28
2032,Misinformation,1
2033,Misinformation,28
2034,Reliable,21
2035,Reliable,28
2036,Misinformation,30
2037,Misinformation,13
2038,Misinformation,11
2039,Misinformation,5
2040,Reliable,28
2041,Reliable,13
2042,Misinformation,11
2043,Reliable,28
2044,Misinformation,30
2045,Misinformation,10
2046,Misinformation,11
2047,Reliable,13
2048,Misinformation,5
2049,Reliable,28
2050,Misinformation,28
2051,Misinformation,28
2052,Misinformation,28
2053,Reliable,28
2054,Misinformation,11
2055,Reliable,13
2056,Misinformation,28
2057,Misinformation,28
2058,Misinformation,28
2059,Reliable,5
2060,Misinformation,10
2061,Reliable,26
2062,Reliable,13
2063,Misinformation,1
2064,Reliable,25
2065,Reliable,25
2066,Reliable,30
2067,Reliable,28
2068,Misinformation,11
2069,Reliable,13
2070,Reliable,5
2071,Reliable,21
2072,Reliable,13
2073,Reliable,3
2074,Misinformation,1
2075,Misinformation,1
2076,Reliable,26
2077,Misinformation,5
2078,Reliable,28
2079,Misinformation,11
2080,Reliable,26
2081,Reliable,13
2082,Reliable,13
2083,Misinformation,5
2084,Reliable,5
2085,Misinformation,5
2086,Misinformation,29
2087,Misinformation,28
2088,Misinformation,28
2089,Misinformation,11
2090,Misinformation,5
2091,Reliable,26
2092,Reliable,26
2093,Reliable,28
2094,Misinformation,1
2095,Reliable,13
2096,Misinformation,28
2097,Reliable,10
2098,Reliable,28
2099,Misinformation,26
2100,Misinformation,11
2101,Misinformation,29
2102,Misinformation,28
2103,Reliable,13
2104,Reliable,26
2105,Reliable,26
2106,Reliable,26
2107,Reliable,26
2108,Misinformation,11
2109,Reliable,30
2110,Misinformation,28
2111,Reliable,13
2112,Reliable,28
2113,Reliable,5
2114,Reliable,26
2115,Misinformation,5
2116,Misinformation,11
2117,Reliable,13
2118,Reliable,21
2119,Reliable,28
2120,Misinformation,29
2121,Reliable,28
2122,Reliable,28
2123,Reliable,28
2124,Reliable,28
2125,Reliable,10
2126,Reliable,13
2127,Reliable,28
2128,Misinformation,11
2129,Misinformation,25
2130,Reliable,3
2131,Reliable,11
2132,Misinformation,10
2133,Misinformation,28
2134,Misinformation,5
2135,Reliable,26
2136,Misinformation,5
2137,Misinformation,30
2138,Misinformation,30
2139,Misinformation,5
2140,Reliable,28
2141,Misinformation,10
2142,Misinformation,28
2143,Misinformation,11
2144,Misinformation,28
2145,Reliable,13
2146,Reliable,21
2147,Misinformation,11
2148,Misinformation,10
2149,Reliable,26
2150,Reliable,28
2151,Misinformation,5
2152,Reliable,28
2153,Misinformation,1
2154,Reliable,26
2155,Reliable,26
2156,Reliable,13
2157,Misinformation,5
2158,Misinformation,11
2159,Reliable,28
2160,Misinformation,10
2161,Reliable,26
2162,Reliable,28
2163,Reliable,28
2164,Reliable,28
2165,Misinformation,10
2166,Misinformation,5
2167,Reliable,28
2168,Reliable,10
2169,Misinformation,10
2170,Reliable,28
2171,Reliable,26
2172,Misinformation,10
2173,Reliable,3
2174,Reliable,10
2175,Misinformation,28
2176,Reliable,3
2177,Reliable,30
2178,Reliable,13
2179,Reliable,26
2180,Misinformation,29
2181,Misinformation,11
2182,Misinformation,5
2183,Reliable,28
2184,Reliable,11
2185,Misinformation,5
2186,Reliable,10
2187,Reliable,25
2188,Reliable,13
2189,Misinformation,28
2190,Misinformation,5
2191,Misinformation,3
2192,Reliable,13
2193,Reliable,10
2194,Misinformation,5
2195,Misinformation,5
2196,Reliable,21
2197,Misinformation,5
2198,Misinformation,10
2199,Reliable,21
2200,Reliable,5
2201,Misinformation,25
2202,Misinformation,11
2203,Reliable,3
2204,Misinformation,25
2205,Misinformation,5
2206,Misinformation,10
2207,Reliable,3
2208,Reliable,13
2209,Reliable,13
2210,Misinformation,5
2211,Reliable,13
2212,Misinformation,25
2213,Misinformation,5
2214,Reliable,13
2215,Reliable,13
2216,Reliable,26
2217,Misinformation,1
2218,Reliable,28
2219,Reliable,26
2220,Reliable,10
2221,Misinformation,11
2222,Reliable,13
2223,Misinformation,5
2224,Reliable,28
2225,Reliable,21
2226,Misinformation,5
2227,Reliable,3
2228,Reliable,26
2229,Reliable,5
2230,Misinformation,1
2231,Reliable,13
2232,Misinformation,10
2233,Misinformation,5
2234,Reliable,11
2235,Reliable,13
2236,Reliable,30
2237,Reliable,30
2238,Reliable,26
2239,Reliable,28
2240,Misinformation,1
2241,Misinformation,28
2242,Misinformation,29
2243,Reliable,26
2244,Reliable,28
2245,Misinformation,13
2246,Misinformation,28
2247,Misinformation,25
2248,Reliable,3
2249,Misinformation,11
2250,Misinformation,5
2251,Misinformation,11
2252,Reliable,3
2253,Reliable,13
2254,Misinformation,28
2255,Reliable,28
2256,Misinformation,5
2257,Reliable,5
2258,Misinformation,5
2259,Misinformation,29
2260,Misinformation,11
2261,Reliable,26
2262,Reliable,13
2263,Misinformation,5
2264,Reliable,26
2265,Reliable,30
2266,Reliable,28
2267,Reliable,25
2268,Misinformation,5
2269,Reliable,28
2270,Reliable,10
2271,Reliable,3
2272,Reliable,28
2273,Reliable,13
2274,Reliable,10
2275,Misinformation,28
2276,Reliable,11
2277,Misinformation,28
2278,Misinformation,25
2279,Reliable,26
2280,Reliable,26
2281,Misinformation,11
2282,Reliable,25
2283,Misinformation,11
2284,Reliable,13
2285,Misinformation,28
2286,Reliable,26
2287,Misinformation,3
2288,Misinformation,5
2289,Misinformation,28
2290,Reliable,13
2291,Misinformation,28
2292,Reliable,21
2293,Misinformation,1
2294,Misinformation,29
2295,Reliable,28
2296,Reliable,26
2297,Reliable,21
2298,Reliable,11
2299,Reliable,28
2300,Reliable,26
2301,Misinformation,1
2302,Misinformation,10
2303,Misinformation,30
2304,Misinformation,25
2305,Reliable,28
2306,Misinformation,25
2307,Misinformation,5
2308,Reliable,5
2309,Misinformation,5
2310,Reliable,28
2311,Reliable,5
2312,Misinformation,5
2313,Reliable,10
2314,Misinformation,28
2315,Reliable,26
2316,Misinformation,1
2317,Misinformation,5
2318,Reliable,13
2319,Reliable,28
2320,Reliable,5
2321,Reliable,26
2322,Reliable,10
2323,Misinformation,1
2324,Reliable,26
2325,Misinformation,10
2326,Misinformation,25
2327,Reliable,10
2328,Reliable,10
2329,Misinformation,10
2330,Reliable,28
2331,Reliable,13
2332,Misinformation,28
2333,Misinformation,10
2334,Reliable,13
2335,Misinformation,11
2336,Reliable,13
2337,Reliable,26
2338,Misinformation,29
2339,Reliable,13
2340,Misinformation,25
2341,Reliable,3
2342,Reliable,13
2343,Reliable,26
2344,Reliable,10
2345,Reliable,11
2346,Misinformation,25
2347,Misinformation,5
2348,Misinformation,5
2349,Misinformation,3
2350,Reliable,26
2351,Reliable,13
2352,Misinformation,29
2353,Reliable,26
2354,Misinformation,5
2355,Misinformation,1
2356,Reliable,13
